package,dbt_util,file_path
dbt_apple_store,dbt_utils.group_by,models/intermediate/overview_report/int_apple_store__downloads_overview.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/overview_report/int_apple_store__sales_subscription_overview.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/overview_report/int_apple_store__usage_overview.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/platform_version_report/int_apple_store__platform_version.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/source_type_report/int_apple_store__app_store_source_type.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/source_type_report/int_apple_store__downloads_source_type.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/source_type_report/int_apple_store__usage_source_type.sql
dbt_apple_store,dbt_utils.group_by,models/intermediate/subscription_report/int_apple_store__sales_subscription_events.sql
dbt_apple_store_source,dbt_utils.unique_combination_of_columns,models/stg_apple_store.yml
dbt_apple_store_source,dbt_utils.group_by,models/stg_apple_store__sales_subscription_events.sql
dbt_apple_store_source,dbt_utils.group_by,models/stg_apple_store__sales_subscription_summary.sql
dbt_asana,dbt_utils.date_spine,models/asana__daily_metrics.sql
dbt_facebook_ads,dbt_utils.generate_series,macros/get_url_tag_query.sql
dbt_facebook_ads,dbt_utils.unique_combination_of_columns,models/facebook.yml
dbt_facebook_ads,dbt_utils.group_by,models/facebook_ads__account_report.sql
dbt_facebook_ads,dbt_utils.group_by,models/facebook_ads__ad_report.sql
dbt_facebook_ads,dbt_utils.group_by,models/facebook_ads__ad_set_report.sql
dbt_facebook_ads,dbt_utils.group_by,models/facebook_ads__campaign_report.sql
dbt_facebook_ads,dbt_utils.group_by,models/facebook_ads__url_report.sql
dbt_facebook_ads_creative_history,dbt_utils.unique_combination_of_columns,models/facebook_backwards_compatibility.yml
dbt_facebook_ads_creative_history,dbt_utils.generate_series,models/redshift/utils__facebook_ads__numbers.sql
dbt_facebook_ads_source,dbt_utils.unique_combination_of_columns,models/stg_facebook_ads.yml
dbt_facebook_pages,dbt_utils.unique_combination_of_columns,models/facebook_pages.yml
dbt_facebook_pages_source,dbt_utils.unique_combination_of_columns,models/stg_facebook_pages.yml
dbt_fivetran_log,dbt_utils.unique_combination_of_columns,models/fivetran_log.yml
dbt_fivetran_log,dbt_utils.generate_surrogate_key,models/fivetran_log__audit_table.sql
dbt_fivetran_log,dbt_utils.group_by,models/fivetran_log__audit_table.sql
dbt_fivetran_log,dbt_utils.date_spine,models/fivetran_log__connector_daily_events.sql
dbt_fivetran_log,dbt_utils.group_by,models/fivetran_log__connector_status.sql
dbt_fivetran_log,dbt_utils.unique_combination_of_columns,models/staging/stg_fivetran_log.yml
dbt_github_source,dbt_utils.unique_combination_of_columns,models/stg_github.yml
dbt_google_ads,dbt_utils.unique_combination_of_columns,models/google_ads.yml
dbt_google_ads,dbt_utils.group_by,models/google_ads__account_report.sql
dbt_google_ads,dbt_utils.group_by,models/google_ads__ad_group_report.sql
dbt_google_ads,dbt_utils.group_by,models/google_ads__ad_report.sql
dbt_google_ads,dbt_utils.group_by,models/google_ads__campaign_report.sql
dbt_google_ads,dbt_utils.group_by,models/google_ads__keyword_report.sql
dbt_google_ads,dbt_utils.group_by,models/google_ads__url_report.sql
dbt_google_ads,dbt_utils.get_url_parameter,models/google_ads__url_report.sql
dbt_google_ads_source,dbt_utils.unique_combination_of_columns,models/stg_google_ads.yml
dbt_google_ads_source,dbt_utils.get_url_host,models/stg_google_ads__ad_history.sql
dbt_google_ads_source,dbt_utils.get_url_parameter,models/stg_google_ads__ad_history.sql
dbt_google_ads_source,dbt_utils.get_url_path,models/stg_google_ads__ad_history.sql
dbt_google_play,dbt_utils.unique_combination_of_columns,models/google_play.yml
dbt_google_play,dbt_utils.get_column_values,models/intermediate/int_google_play__earnings.sql
dbt_google_play,dbt_utils.group_by,models/intermediate/int_google_play__earnings.sql
dbt_google_play_source,dbt_utils.unique_combination_of_columns,models/stg_google_play.yml
dbt_google_play_source,dbt_utils.group_by,models/stg_google_play__stats_ratings_app_version.sql
dbt_google_play_source,dbt_utils.group_by,models/stg_google_play__stats_ratings_country.sql
dbt_google_play_source,dbt_utils.group_by,models/stg_google_play__stats_ratings_device.sql
dbt_google_play_source,dbt_utils.group_by,models/stg_google_play__stats_ratings_os_version.sql
dbt_google_play_source,dbt_utils.generate_surrogate_key,models/stg_google_play__store_performance_source.sql
dbt_greenhouse,dbt_utils.unique_combination_of_columns,models/greenhouse.yml
dbt_greenhouse,dbt_utils.group_by,models/greenhouse__application_history.sql
dbt_greenhouse,dbt_utils.generate_surrogate_key,models/greenhouse__interview_scorecard_detail.sql
dbt_greenhouse,dbt_utils.generate_surrogate_key,models/intermediate/application/int_greenhouse__application_info.sql
dbt_greenhouse,dbt_utils.star,models/intermediate/application/int_greenhouse__application_info.sql
dbt_greenhouse,dbt_utils.generate_surrogate_key,models/intermediate/interview/int_greenhouse__interview_scorecard.sql
dbt_greenhouse_source,dbt_utils.unique_combination_of_columns,models/stg_greenhouse.yml
dbt_instagram_business_source,dbt_utils.unique_combination_of_columns,models/stg_instagram_business.yml
dbt_intercom,dbt_utils.unique_combination_of_columns,models/intercom.yml
dbt_iterable,dbt_utils.unique_combination_of_columns,models/iterable.yml
dbt_iterable,dbt_utils.star,models/iterable__campaigns.sql
dbt_iterable,dbt_utils.star,models/iterable__events.sql
dbt_iterable,dbt_utils.group_by,models/iterable__user_campaign.sql
dbt_iterable,dbt_utils.group_by,models/iterable__users.sql
dbt_iterable,dbt_utils.star,models/iterable__users.sql
dbt_iterable,dbt_utils.generate_series,models/intermediate/int_iterable__list_user_unnest.sql
dbt_iterable_source,dbt_utils.unique_combination_of_columns,models/stg_iterable.yml
dbt_jira,dbt_utils.generate_surrogate_key,models/jira__daily_issue_field_history.sql
dbt_jira,dbt_utils.unique_combination_of_columns,models/intermediate/int_jira.yml
dbt_jira,dbt_utils.star,models/intermediate/int_jira__issue_type_parents.sql
dbt_jira,dbt_utils.star,models/intermediate/int_jira__issue_users.sql
dbt_jira,dbt_utils.generate_surrogate_key,models/intermediate/field_history/int_jira__agg_multiselect_history.sql
dbt_jira,dbt_utils.generate_surrogate_key,models/intermediate/field_history/int_jira__combine_field_histories.sql
dbt_jira,dbt_utils.generate_surrogate_key,models/intermediate/field_history/int_jira__daily_field_history.sql
dbt_jira,dbt_utils.date_spine,models/intermediate/field_history/int_jira__issue_calendar_spine.sql
dbt_jira,dbt_utils.generate_surrogate_key,models/intermediate/field_history/int_jira__issue_calendar_spine.sql
dbt_jira_source,dbt_utils.unique_combination_of_columns,models/stg_jira.yml
dbt_lever,dbt_utils.unique_combination_of_columns,models/intermediate/int_lever.yml
dbt_lever_source,dbt_utils.unique_combination_of_columns,models/stg_lever.yml
dbt_linkedin,dbt_utils.unique_combination_of_columns,models/linkedin.yml
dbt_linkedin,dbt_utils.group_by,models/linkedin_ads__account_report.sql
dbt_linkedin,dbt_utils.group_by,models/linkedin_ads__campaign_group_report.sql
dbt_linkedin,dbt_utils.group_by,models/linkedin_ads__campaign_report.sql
dbt_linkedin,dbt_utils.group_by,models/linkedin_ads__creative_report.sql
dbt_linkedin,dbt_utils.group_by,models/linkedin_ads__url_report.sql
dbt_linkedin_pages,dbt_utils.unique_combination_of_columns,models/linkedin_pages.yml
dbt_linkedin_pages_source,dbt_utils.unique_combination_of_columns,models/stg_linkedin_pages.yml
dbt_linkedin_source,dbt_utils.unique_combination_of_columns,models/stg_linkedin.yml
dbt_linkedin_source,dbt_utils.get_url_host,models/stg_linkedin_ads__creative_history.sql
dbt_linkedin_source,dbt_utils.get_url_parameter,models/stg_linkedin_ads__creative_history.sql
dbt_linkedin_source,dbt_utils.get_url_path,models/stg_linkedin_ads__creative_history.sql
dbt_mailchimp_source,dbt_utils.generate_surrogate_key,models/stg_mailchimp__automation_activities.sql
dbt_mailchimp_source,dbt_utils.generate_surrogate_key,models/stg_mailchimp__automation_recipients.sql
dbt_mailchimp_source,dbt_utils.generate_surrogate_key,models/stg_mailchimp__campaign_activities.sql
dbt_mailchimp_source,dbt_utils.generate_surrogate_key,models/stg_mailchimp__campaign_recipients.sql
dbt_mailchimp_source,dbt_utils.generate_surrogate_key,models/stg_mailchimp__unsubscribes.sql
dbt_microsoft_ads,dbt_utils.unique_combination_of_columns,models/microsoft_ads.yml
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__account_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__ad_group_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__ad_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__campaign_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__keyword_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__search_report.sql
dbt_microsoft_ads,dbt_utils.group_by,models/microsoft_ads__url_report.sql
dbt_microsoft_ads,dbt_utils.get_url_host,models/microsoft_ads__url_report.sql
dbt_microsoft_ads,dbt_utils.get_url_parameter,models/microsoft_ads__url_report.sql
dbt_microsoft_ads,dbt_utils.get_url_path,models/microsoft_ads__url_report.sql
dbt_microsoft_ads_source,dbt_utils.unique_combination_of_columns,models/stg_microsoft_ads.yml
dbt_mixpanel,dbt_utils.generate_surrogate_key,models/mixpanel__event.sql
dbt_mixpanel,dbt_utils.generate_surrogate_key,models/mixpanel__sessions.sql
dbt_mixpanel,dbt_utils.date_spine,models/staging/stg_mixpanel__user_event_date_spine.sql
dbt_mixpanel,dbt_utils.generate_surrogate_key,models/staging/stg_mixpanel__user_event_date_spine.sql
dbt_netsuite,dbt_utils.unique_combination_of_columns,models/netsuite.yml
dbt_netsuite,dbt_utils.unique_combination_of_columns,models/netsuite2.yml
dbt_netsuite_source,dbt_utils.unique_combination_of_columns,models/stg_netsuite.yml
dbt_netsuite_source,dbt_utils.unique_combination_of_columns,models/stg_netsuite2.yml
dbt_pardot,dbt_utils.get_column_values,models/intermediate/int__opportunities_by_campaign.sql
dbt_pardot_source,dbt_utils.generate_surrogate_key,models/stg_pardot__opportunity_prospect.sql
dbt_pendo,dbt_utils.unique_combination_of_columns,models/pendo.yml
dbt_pendo,dbt_utils.star,models/pendo__guide.sql
dbt_pendo,dbt_utils.star,models/pendo__guide_daily_metrics.sql
dbt_pendo,dbt_utils.group_by,models/pendo__visitor_feature.sql
dbt_pendo,dbt_utils.star,models/intermediate/int_pendo.yml
dbt_pendo,dbt_utils.star,models/intermediate/int_pendo__feature_info.sql
dbt_pendo,dbt_utils.get_column_values,models/intermediate/int_pendo__guide_alltime_metrics.sql
dbt_pendo,dbt_utils.pivot,models/intermediate/int_pendo__guide_alltime_metrics.sql
dbt_pendo,dbt_utils.star,models/intermediate/int_pendo__guide_alltime_metrics.sql
dbt_pendo,dbt_utils.date_spine,models/intermediate/daily_metrics/int_pendo__calendar_spine.sql
dbt_pendo,dbt_utils.get_column_values,models/intermediate/daily_metrics/int_pendo__guide_daily_metrics.sql
dbt_pendo,dbt_utils.pivot,models/intermediate/daily_metrics/int_pendo__guide_daily_metrics.sql
dbt_pendo_source,dbt_utils.unique_combination_of_columns,models/stg_pendo.yml
dbt_pendo_source,dbt_utils.generate_surrogate_key,models/stg_pendo__event.sql
dbt_pendo_source,dbt_utils.generate_surrogate_key,models/stg_pendo__feature_event.sql
dbt_pendo_source,dbt_utils.generate_surrogate_key,models/stg_pendo__guide_event.sql
dbt_pendo_source,dbt_utils.generate_surrogate_key,models/stg_pendo__page_event.sql
dbt_pendo_source,dbt_utils.generate_surrogate_key,models/stg_pendo__poll_event.sql
dbt_quickbooks,dbt_utils.generate_surrogate_key,models/quickbooks__general_ledger.sql
dbt_quickbooks,dbt_utils.group_by,models/intermediate/int_quickbooks__general_ledger_balances.sql
dbt_quickbooks,dbt_utils.date_spine,models/intermediate/int_quickbooks__general_ledger_date_spine.sql
dbt_sage_intacct,dbt_utils.unique_combination_of_columns,models/sage_intacct.yml
dbt_sage_intacct,dbt_utils.group_by,models/intermediate/int_sage_intacct__general_ledger_balances.sql
dbt_sage_intacct,dbt_utils.date_spine,models/intermediate/int_sage_intacct__general_ledger_date_spine.sql
dbt_shopify,dbt_utils.unique_combination_of_columns,models/shopify.yml
dbt_shopify,dbt_utils.generate_surrogate_key,models/shopify__customer_cohorts.sql
dbt_shopify,dbt_utils.star,models/shopify__customers.sql
dbt_shopify,dbt_utils.unique_combination_of_columns,models/intermediate/intermediate.yml
dbt_shopify_source,dbt_utils.unique_combination_of_columns,models/stg_shopify.yml
dbt_snapchat_ads,dbt_utils.unique_combination_of_columns,models/snapchat.yml
dbt_snapchat_ads,dbt_utils.group_by,models/snapchat_ads__account_report.sql
dbt_snapchat_ads,dbt_utils.group_by,models/snapchat_ads__ad_report.sql
dbt_snapchat_ads,dbt_utils.group_by,models/snapchat_ads__ad_squad_report.sql
dbt_snapchat_ads,dbt_utils.group_by,models/snapchat_ads__campaign_report.sql
dbt_snapchat_ads,dbt_utils.group_by,models/snapchat_ads__url_report.sql
dbt_snapchat_ads_source,dbt_utils.unique_combination_of_columns,models/stg_snapchat.yml
dbt_social_media_reporting,dbt_utils.unique_combination_of_columns,models/social_media_reporting.yml
dbt_social_media_reporting,dbt_utils.union_relations,models/social_media_reporting__rollup_report.sql
dbt_social_media_reporting,dbt_utils.group_by,models/intermediate/social_media_reporting__facebook_posts_reporting.sql
dbt_social_media_reporting,dbt_utils.group_by,models/intermediate/social_media_reporting__instagram_posts_reporting.sql
dbt_social_media_reporting,dbt_utils.group_by,models/intermediate/social_media_reporting__linkedin_posts_reporting.sql
dbt_tiktok_ads,dbt_utils.unique_combination_of_columns,models/tiktok_ads.yml
dbt_tiktok_ads,dbt_utils.group_by,models/tiktok_ads__ad_group_report.sql
dbt_tiktok_ads,dbt_utils.group_by,models/tiktok_ads__ad_report.sql
dbt_tiktok_ads,dbt_utils.group_by,models/tiktok_ads__advertiser_report.sql
dbt_tiktok_ads,dbt_utils.group_by,models/tiktok_ads__campaign_report.sql
dbt_tiktok_ads,dbt_utils.group_by,models/tiktok_ads__url_report.sql
dbt_tiktok_ads_source,dbt_utils.unique_combination_of_columns,models/stg_tiktok_ads.yml
dbt_tiktok_ads_source,dbt_utils.get_url_host,models/stg_tiktok_ads__ad_history.sql
dbt_tiktok_ads_source,dbt_utils.get_url_parameter,models/stg_tiktok_ads__ad_history.sql
dbt_tiktok_ads_source,dbt_utils.get_url_path,models/stg_tiktok_ads__ad_history.sql
dbt_twitter,dbt_utils.unique_combination_of_columns,models/twitter.yml
dbt_twitter,dbt_utils.group_by,models/twitter_ads__account_report.sql
dbt_twitter,dbt_utils.group_by,models/twitter_ads__campaign_report.sql
dbt_twitter,dbt_utils.group_by,models/twitter_ads__keyword_report.sql
dbt_twitter,dbt_utils.group_by,models/twitter_ads__line_item_report.sql
dbt_twitter,dbt_utils.group_by,models/twitter_ads__promoted_tweet_report.sql
dbt_twitter,dbt_utils.group_by,models/twitter_ads__url_report.sql
dbt_twitter_organic,dbt_utils.unique_combination_of_columns,models/twitter_organic.yml
dbt_twitter_organic,dbt_utils.group_by,models/twitter_organic__tweets.sql
dbt_twitter_organic_source,dbt_utils.unique_combination_of_columns,models/stg_twitter_organic.yml
dbt_twitter_source,dbt_utils.unique_combination_of_columns,models/stg_twitter_ads.yml
dbt_twitter_source,dbt_utils.get_url_host,models/stg_twitter_ads__tweet_url.sql
dbt_twitter_source,dbt_utils.get_url_parameter,models/stg_twitter_ads__tweet_url.sql
dbt_twitter_source,dbt_utils.get_url_path,models/stg_twitter_ads__tweet_url.sql
dbt_xero,dbt_utils.unique_combination_of_columns,models/xero.yml
dbt_xero,dbt_utils.group_by,models/xero__balance_sheet_report.sql
dbt_xero,dbt_utils.generate_surrogate_key,models/xero__profit_and_loss_report.sql
dbt_xero,dbt_utils.group_by,models/xero__profit_and_loss_report.sql
dbt_xero_source,dbt_utils.unique_combination_of_columns,models/stg_xero.yml
dbt_youtube_analytics,dbt_utils.unique_combination_of_columns,models/youtube.yml
dbt_youtube_analytics,dbt_utils.get_column_values,models/youtube__age_demographics_pivot.sql
dbt_youtube_analytics,dbt_utils.group_by,models/youtube__demographics_report.sql
dbt_youtube_analytics,dbt_utils.get_column_values,models/youtube__gender_demographics_pivot.sql
dbt_youtube_analytics,dbt_utils.generate_surrogate_key,models/youtube__video_report.sql
dbt_youtube_analytics,dbt_utils.group_by,models/youtube__video_report.sql
dbt_youtube_analytics,dbt_utils.get_column_values,models/intermediate/int_youtube__age_pivot.sql
dbt_youtube_analytics,dbt_utils.group_by,models/intermediate/int_youtube__age_pivot.sql
dbt_youtube_analytics,dbt_utils.pivot,models/intermediate/int_youtube__age_pivot.sql
dbt_zendesk_source,dbt_utils.unique_combination_of_columns,models/stg_zendesk.yml
dbt_hubspot,dbt_utils.unique_combination_of_columns,models/marketing/history/history.yml
dbt_hubspot,dbt_utils.generate_surrogate_key,models/marketing/history/hubspot__contact_history.sql
dbt_hubspot,dbt_utils.unique_combination_of_columns,models/sales/history/history.yml
dbt_hubspot,dbt_utils.generate_surrogate_key,models/sales/history/hubspot__company_history.sql
dbt_hubspot,dbt_utils.generate_surrogate_key,models/sales/history/hubspot__deal_history.sql
dbt_klaviyo,dbt_utils.unique_combination_of_columns,models/klaviyo.yml
dbt_klaviyo,dbt_utils.generate_surrogate_key,models/klaviyo__campaigns.sql
dbt_klaviyo,dbt_utils.star,models/klaviyo__campaigns.sql
dbt_klaviyo,dbt_utils.star,models/klaviyo__events.sql
dbt_klaviyo,dbt_utils.generate_surrogate_key,models/klaviyo__flows.sql
dbt_klaviyo,dbt_utils.star,models/klaviyo__flows.sql
dbt_klaviyo,dbt_utils.group_by,models/klaviyo__person_campaign_flow.sql
dbt_klaviyo,dbt_utils.star,models/klaviyo__persons.sql
dbt_klaviyo,dbt_utils.unique_combination_of_columns,models/intermediate/int_klaviyo.yml
dbt_klaviyo_source,dbt_utils.unique_combination_of_columns,models/stg_klaviyo.yml
dbt_klaviyo_source,dbt_utils.generate_surrogate_key,models/stg_klaviyo__event.sql
dbt_marketo,dbt_utils._is_relation,macros/union_relations.sql
dbt_marketo,dbt_utils.union_relations,macros/union_relations.sql
dbt_marketo,dbt_utils.generate_surrogate_key,models/marketo__lead_history.sql
dbt_marketo,dbt_utils.generate_surrogate_key,models/intermediate/marketo__change_data_details.sql
dbt_marketo,dbt_utils.generate_surrogate_key,models/intermediate/marketo__change_data_pivot.sql
dbt_marketo,dbt_utils.generate_surrogate_key,models/intermediate/marketo__change_data_scd.sql
dbt_marketo,dbt_utils.generate_surrogate_key,models/intermediate/marketo__lead_calendar_spine.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_click_email.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_email_bounced.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_email_delivered.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_open_email.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_send_email.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__activity_unsubscribe_email.sql
dbt_marketo_source,dbt_utils.generate_surrogate_key,models/stg_marketo__email_template_history.sql
dbt_marketo_source,dbt_utils.star,models/stg_marketo__lead.sql
dbt_shopify_holistic_reporting,dbt_utils.unique_combination_of_columns,models/shopify_holistic_reporting.yml
dbt_shopify_holistic_reporting,dbt_utils.star,models/shopify_holistic_reporting__customer_enhanced.sql
dbt_shopify_holistic_reporting,dbt_utils.star,models/shopify_holistic_reporting__daily_customer_metrics.sql
dbt_shopify_holistic_reporting,dbt_utils.generate_surrogate_key,models/shopify_holistic_reporting__orders_attribution.sql
dbt_shopify_holistic_reporting,dbt_utils.star,models/shopify_holistic_reporting__orders_attribution.sql
dbt_shopify_holistic_reporting,dbt_utils.group_by,models/intermediate/int__daily_klaviyo_user_metrics.sql
dbt_shopify_holistic_reporting,dbt_utils.group_by,models/intermediate/int__daily_shopify_customer_orders.sql
dbt_salesforce_formula_utils,dbt_utils.get_column_values,macros/sfdc_formula_view.sql
dbt_salesforce_formula_utils,dbt_utils.star,macros/sfdc_formula_view.sql
dbt_salesforce_formula_utils,dbt_utils._is_ephemeral,macros/sfdc_star_exact.sql
dbt_salesforce_formula_utils,dbt_utils._is_relation,macros/sfdc_star_exact.sql
dbt_recurly,dbt_utils.generate_surrogate_key,models/recurly__account_daily_overview.sql
dbt_recurly,dbt_utils.generate_surrogate_key,models/recurly__monthly_recurring_revenue.sql
dbt_recurly,dbt_utils.group_by,models/recurly__monthly_recurring_revenue.sql
dbt_recurly,dbt_utils.generate_surrogate_key,models/recurly__subscription_overview.sql
dbt_recurly,dbt_utils.group_by,models/intermediate/int_recurly__account_cumulatives.sql
dbt_recurly,dbt_utils.date_spine,models/intermediate/int_recurly__transactions_date_spine.sql
dbt_recurly_source,dbt_utils.unique_combination_of_columns,models/stg_recurly.yml
dbt_amplitude,dbt_utils.generate_surrogate_key,models/amplitude__daily_performance.sql
dbt_amplitude,dbt_utils.generate_surrogate_key,models/amplitude__event_enhanced.sql
dbt_amplitude,dbt_utils.group_by,models/amplitude__sessions.sql
dbt_amplitude,dbt_utils.unique_combination_of_columns,models/amplitude_models.yml
dbt_amplitude_source,dbt_utils.generate_surrogate_key,models/stg_amplitude__event.sql
dbt_amplitude_source,dbt_utils.generate_surrogate_key,models/stg_amplitude__event_type.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__account_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__ad_group_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__ad_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__campaign_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__keyword_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__search_report.sql
dbt_ad_reporting,dbt_utils.group_by,models/ad_reporting__url_report.sql
dbt_ad_reporting,dbt_utils.unique_combination_of_columns,models/ad_reporting_models.yml
dbt_pinterest,dbt_utils.unique_combination_of_columns,models/pinterest.yml
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__ad_group_report.sql
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__advertiser_report.sql
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__campaign_report.sql
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__keyword_report.sql
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__pin_promotion_report.sql
dbt_pinterest,dbt_utils.group_by,models/pinterest_ads__url_report.sql
dbt_pinterest_source,dbt_utils.unique_combination_of_columns,models/stg_pinterest_ads.yml
dbt_pinterest_source,dbt_utils.get_url_host,models/stg_pinterest_ads__pin_promotion_history.sql
dbt_pinterest_source,dbt_utils.get_url_parameter,models/stg_pinterest_ads__pin_promotion_history.sql
dbt_pinterest_source,dbt_utils.get_url_path,models/stg_pinterest_ads__pin_promotion_history.sql
dbt_salesforce,dbt_utils.date_spine,models/intermediate/int_salesforce__date_spine.sql
dbt_zendesk,dbt_utils.generate_surrogate_key,models/zendesk__sla_policies.sql
dbt_zendesk,dbt_utils.generate_surrogate_key,models/zendesk__ticket_field_history.sql
dbt_zendesk,dbt_utils.generate_series,models/agent_work_time/int_zendesk__ticket_work_time_business.sql
dbt_zendesk,dbt_utils.group_by,models/agent_work_time/int_zendesk__ticket_work_time_business.sql
dbt_zendesk,dbt_utils.generate_surrogate_key,models/intermediate/int_zendesk__schedule_spine.sql
dbt_zendesk,dbt_utils.group_by,models/intermediate/int_zendesk__ticket_historical_assignee.sql
dbt_zendesk,dbt_utils.generate_series,models/reply_times/int_zendesk__ticket_first_reply_time_business.sql
dbt_zendesk,dbt_utils.generate_series,models/resolution_times/int_zendesk__ticket_first_resolution_time_business.sql
dbt_zendesk,dbt_utils.generate_series,models/resolution_times/int_zendesk__ticket_full_resolution_time_business.sql
dbt_zendesk,dbt_utils.generate_surrogate_key,models/ticket_history/int_zendesk__field_calendar_spine.sql
dbt_zendesk,dbt_utils.generate_surrogate_key,models/ticket_history/int_zendesk__field_history_pivot.sql
dbt_zendesk,dbt_utils.date_spine,models/utils/int_zendesk__calendar_spine.sql
dbt_zendesk,dbt_utils.generate_series,models/sla_policy/agent_work_time/int_zendesk__agent_work_time_business_hours.sql
dbt_zendesk,dbt_utils.group_by,models/sla_policy/agent_work_time/int_zendesk__agent_work_time_business_hours.sql
dbt_zendesk,dbt_utils.generate_series,models/sla_policy/reply_time/int_zendesk__reply_time_business_hours.sql
dbt_zendesk,dbt_utils.group_by,models/sla_policy/reply_time/int_zendesk__reply_time_combined.sql
dbt_zendesk,dbt_utils.generate_series,models/sla_policy/requester_wait_time/int_zendesk__requester_wait_time_business_hours.sql
dbt_zendesk,dbt_utils.group_by,models/sla_policy/requester_wait_time/int_zendesk__requester_wait_time_business_hours.sql
